MUNICIPIO,DISTRITO,SECCION,TIPO,LISTANOMINAL,PAN,PRI-PANAL,PRD,PT,PVEM,PC,PSD,VALIDOS,NULOS,TOTAL
HECELCHAKÁN,XIX,367,B,521,144,209,9,3,18,12,0,395,8,403
HECELCHAKÁN,XIX,367,C1,521,132,206,14,4,15,15,0,386,0,386
HECELCHAKÁN,XIX,368,B,493,138,205,12,2,18,10,0,385,0,385
HECELCHAKÁN,XIX,368,C1,493,114,200,6,1,13,11,0,345,7,352
HECELCHAKÁN,XIX,369,B,587,271,222,0,0,2,4,1,500,10,510
HECELCHAKÁN,XIX,370,B,590,237,234,0,1,3,3,0,478,0,478
HECELCHAKÁN,XIX,370,C1,590,233,239,0,1,7,3,0,483,9,492
HECELCHAKÁN,XIX,371,B,722,306,298,13,3,6,3,8,637,8,645
HECELCHAKÁN,XIX,372,B,575,236,226,0,0,5,9,0,476,9,485
HECELCHAKÁN,XIX,372,C1,575,249,208,2,2,2,18,1,482,15,497
HECELCHAKÁN,XIX,373,B,735,303,282,2,4,15,7,0,613,0,613
HECELCHAKÁN,XIX,374,B,307,141,88,13,3,5,2,0,252,8,260
HECELCHAKÁN,XIX,375,B,658,362,112,11,0,3,0,0,488,7,495
HECELCHAKÁN,XIX,375,C1,659,376,106,5,1,10,1,0,499,14,513
HECELCHAKÁN,XIX,376,B,609,341,125,4,3,9,1,0,483,11,494
HECELCHAKÁN,XIX,376,C1,610,328,114,9,2,15,1,1,470,0,470
,,,,,,,,,,,,,,
HECELCHAKÁN,XIX,377,B,536,241,125,16,1,2,5,0,390,11,401
HECELCHAKÁN,XIX,377,C1,536,275,121,6,0,3,1,0,406,7,413
HECELCHAKÁN,XIX,378,B,601,318,96,8,0,1,1,0,424,10,434
HECELCHAKÁN,XIX,378,C1,601,298,105,8,2,1,2,0,416,11,427
HECELCHAKÁN,XIX,379,B,503,289,100,4,0,3,0,0,396,0,396
HECELCHAKÁN,XIX,379,C1,504,296,83,5,0,8,1,0,393,5,398
HECELCHAKÁN,XIX,380,B,456,70,166,2,0,2,1,0,241,3,244
HECELCHAKÁN,XIX,380,C1,456,92,103,1,0,5,0,0,201,0,201
,,,,,,,,,,,,,,
HOPELCHÉN,XVIII,381,B,720,297,195,5,0,0,0,0,497,9,506
HOPELCHÉN,XVIII,381,C1,721,336,171,4,0,0,1,0,512,0,512
HOPELCHÉN,XVIII,382,B,742,252,184,2,0,0,2,0,440,4,444
HOPELCHÉN,XVIII,382,C1,742,205,159,2,0,0,2,0,368,0,368
HOPELCHÉN,XVIII,382,C2,742,216,150,2,0,1,3,0,372,6,378
HOPELCHÉN,XVIII,383,B,463,167,150,2,0,0,11,0,330,9,339
HOPELCHÉN,XVIII,383,C1,464,190,162,0,0,0,4,0,356,6,362
HOPELCHÉN,XVIII,383,S,250,12,11,1,0,0,2,0,26,0,26
HOPELCHÉN,XVIII,384,B,428,162,147,2,1,2,2,0,316,6,322
HOPELCHÉN,XVIII,384,C1,429,203,133,8,1,1,0,0,346,15,361
HOPELCHÉN,XVIII,385,B,272,174,65,0,0,0,0,0,239,1,240
HOPELCHÉN,XVIII,386,B,303,56,116,2,1,0,4,0,179,4,183
HOPELCHÉN,XVIII,387,B,187,88,82,1,0,0,2,0,173,2,175
HOPELCHÉN,XVIII,388,B,666,256,216,7,3,0,5,0,487,10,497
HOPELCHÉN,XVIII,388,C1,666,192,239,3,2,0,7,1,444,6,450
HOPELCHÉN,XVIII,388,C2,667,251,204,1,1,4,12,0,473,11,484
HOPELCHÉN,XVIII,389,B,431,177,124,6,0,0,3,0,310,11,321
HOPELCHÉN,XVIII,389,C1,432,181,123,3,1,0,2,0,310,9,319
HOPELCHÉN,XVIII,390,B,219,115,75,1,0,1,0,0,192,0,192
HOPELCHÉN,XVIII,391,B,339,160,67,2,0,1,1,0,231,2,233
HOPELCHÉN,XVIII,392,B,136,71,56,1,0,0,0,0,128,0,128
HOPELCHÉN,XVIII,393,B,116,76,19,0,1,0,1,0,97,4,101
HOPELCHÉN,XVIII,394,B,626,279,260,10,1,1,0,0,551,3,554
HOPELCHÉN,XVIII,395,B,688,363,172,4,1,2,1,0,543,0,543
HOPELCHÉN,XVIII,396,B,449,222,113,5,1,0,5,0,346,5,351
HOPELCHÉN,XVIII,397,B,586,329,90,4,1,1,4,0,429,15,444
,,,,,,,,,,,,,,
HOPELCHÉN,XVIII,398,B,637,257,188,6,1,1,5,0,458,0,458
HOPELCHÉN,XVIII,399,B,409,225,78,2,0,1,20,0,326,8,334
HOPELCHÉN,XVIII,400,B,490,239,165,0,0,0,0,0,404,0,404
HOPELCHÉN,XVIII,400,C1,490,161,247,2,0,0,0,0,410,1,411
HOPELCHÉN,XVIII,401,B,479,241,159,0,1,1,0,0,402,0,402
HOPELCHÉN,XVIII,401,C1,480,209,196,1,0,0,0,0,406,1,407
HOPELCHÉN,XVIII,402,B,552,83,48,13,0,0,1,0,145,10,155
HOPELCHÉN,XVIII,403,B,532,185,141,3,0,2,4,0,335,13,348
HOPELCHÉN,XVIII,403,C1,532,159,158,3,0,1,10,0,331,0,331
HOPELCHÉN,XVIII,404,B,393,143,124,5,0,0,8,0,280,8,288
HOPELCHÉN,XVIII,404,C1,394,143,131,6,0,0,3,0,283,7,290
HOPELCHÉN,XVIII,405,B,430,66,37,2,1,0,0,0,106,3,109
HOPELCHÉN,XVIII,406,B,351,172,61,6,3,0,2,0,244,0,244
HOPELCHÉN,XVIII,407,B,691,352,188,6,2,1,0,1,550,6,556
HOPELCHÉN,XVIII,408,B,305,143,103,1,0,0,2,0,249,5,254
HOPELCHÉN,XVIII,409,B,604,336,135,8,0,1,2,0,482,17,499
HOPELCHÉN,XVIII,410,B,566,276,206,4,0,0,4,0,490,10,500
HOPELCHÉN,XVIII,410,C1,567,327,149,4,0,0,5,0,485,5,490
HOPELCHÉN,XVIII,411,B,356,181,76,5,0,0,3,0,265,9,274
HOPELCHÉN,XVIII,412,B,253,157,77,2,2,0,1,0,239,3,242
HOPELCHÉN,XVIII,413,B,211,134,43,0,0,0,1,0,178,2,180
,,,,,,,,,,,,,,
PALIZADA,XX,428,B,582,22,238,2,1,1,139,0,403,23,426
PALIZADA,XX,428,C1,582,15,244,3,0,0,142,0,404,16,420
PALIZADA,XX,429,B,547,17,187,4,0,0,152,0,360,28,388
PALIZADA,XX,429,C1,547,19,186,0,0,0,144,0,349,21,370
PALIZADA,XX,429,C2,548,14,196,0,0,0,158,0,368,0,368
PALIZADA,XX,430,B,364,50,87,7,2,2,123,0,271,28,299
PALIZADA,XX,431,B,669,22,258,3,0,0,216,0,499,29,528
PALIZADA,XX,432,B,358,20,138,3,2,2,119,0,284,15,299
PALIZADA,XX,433,B,518,40,212,2,2,2,123,0,381,33,414
PALIZADA,XX,434,B,151,5,54,3,1,1,43,0,107,13,120
PALIZADA,XX,435,B,474,14,187,2,1,1,75,0,280,38,318
PALIZADA,XX,436,B,79,6,26,1,0,0,12,0,45,0,45
PALIZADA,XX,437,B,66,3,20,0,0,0,26,0,49,4,53
PALIZADA,XX,439,B,454,28,208,2,1,1,122,0,362,21,383
,,,,,,,,,,,,,,
TENABO,XXI,440,B,630,248,213,4,1,5,14,0,485,16,501
TENABO,XXI,440,C1,630,268,201,1,0,4,5,0,479,15,494
TENABO,XXI,441,B,666,284,257,0,0,5,3,0,549,10,559
TENABO,XXI,441,C1,666,290,217,0,0,2,1,0,510,20,530
TENABO,XXI,442,B,681,268,251,0,0,4,2,0,525,22,547
TENABO,XXI,442,C1,681,292,220,2,0,12,7,0,533,21,554
TENABO,XXI,443,B,682,270,255,2,0,1,4,0,532,14,546
TENABO,XXI,443,C1,683,226,271,0,2,8,2,0,509,23,532
TENABO,XXI,444,B,141,65,60,1,0,2,0,0,128,2,130
TENABO,XXI,445,B,454,196,171,2,3,4,8,0,384,12,396
TENABO,XXI,445,C1,454,137,173,2,0,9,11,0,332,52,384
TENABO,XXI,446,B,91,35,27,0,0,1,1,0,64,3,67
TENABO,XXI,447,B,318,101,175,1,0,0,0,0,277,3,280
,,,,,,,,,,,,,,
ESCÁRCEGA,XIV,273,E1,274,82,77,4,1,0,3,0,167,0,167
ESCÁRCEGA,XV,356,B,733,180,186,15,3,2,72,0,458,20,478
ESCÁRCEGA,XV,356,C1,733,165,173,26,0,0,83,0,447,21,468
ESCÁRCEGA,XV,357,B,546,70,207,14,1,0,30,0,322,22,344
ESCÁRCEGA,XV,358,B,314,69,72,7,0,0,28,0,176,10,186
ESCÁRCEGA,XV,361,B,625,130,171,10,2,0,60,0,373,15,388
ESCÁRCEGA,XV,361,C1,625,141,143,15,5,1,34,0,339,16,355
ESCÁRCEGA,XIII,448,B,534,140,126,12,0,1,57,0,336,15,351
ESCÁRCEGA,XIII,448,C1,534,130,110,9,0,0,50,0,299,8,307
ESCÁRCEGA,XIII,448,C2,535,122,131,12,0,0,60,0,325,6,331
ESCÁRCEGA,XIII,449,B,616,150,122,15,1,0,64,0,352,14,366
ESCÁRCEGA,XIII,449,C1,617,138,135,15,1,1,55,0,345,12,357
ESCÁRCEGA,XIII,450,B,536,113,160,17,0,0,33,0,323,15,338
ESCÁRCEGA,XIII,450,C1,537,130,147,12,0,0,21,0,310,17,327
ESCÁRCEGA,XIII,451,B,503,121,125,23,0,0,45,0,314,14,328
ESCÁRCEGA,XIII,451,C1,504,121,106,22,0,0,25,0,274,16,290
ESCÁRCEGA,XIII,451,C2,504,105,145,23,1,2,40,1,317,5,322
ESCÁRCEGA,XIII,452,B,701,152,166,25,0,0,53,0,396,0,396
ESCÁRCEGA,XIII,453,B,425,98,107,9,0,0,47,0,261,8,269
ESCÁRCEGA,XIII,453,C1,425,104,108,10,1,0,50,0,273,6,279
ESCÁRCEGA,XIII,454,B,537,130,146,13,0,0,54,0,343,12,355
ESCÁRCEGA,XIII,454,C1,538,112,139,13,0,1,47,0,312,13,325
ESCÁRCEGA,XIII,454,C2,538,117,169,11,2,0,37,1,337,3,340
ESCÁRCEGA,XIII,455,B,723,116,186,4,0,0,29,0,335,15,350
ESCÁRCEGA,XIII,455,C1,724,161,134,7,0,0,39,0,341,0,341
ESCÁRCEGA,XIII,456,B,412,65,129,10,0,0,37,0,241,11,252
,,,,,,,,,,,,,,
ESCÁRCEGA,XIII,456,C1,412,70,107,9,0,0,41,0,227,4,231
ESCÁRCEGA,XIII,457,B,700,116,187,30,0,0,87,0,420,0,420
ESCÁRCEGA,XIII,458,B,471,115,132,4,0,0,36,0,287,17,304
ESCÁRCEGA,XIII,458,C1,472,120,116,6,0,1,38,0,281,6,287
ESCÁRCEGA,XIII,459,B,402,105,107,9,0,0,34,0,255,7,262
ESCÁRCEGA,XIII,459,C1,403,102,90,9,1,1,30,0,233,8,241
ESCÁRCEGA,XIII,460,B,744,146,201,12,0,0,62,0,421,10,431
ESCÁRCEGA,XIII,460,S,250,21,19,2,0,0,3,2,47,3,50
ESCÁRCEGA,XIII,461,B,478,81,134,12,0,0,50,0,277,0,277
ESCÁRCEGA,XIII,461,C1,478,65,146,8,2,0,53,0,274,0,274
ESCÁRCEGA,XIII,462,B,493,98,115,11,0,0,37,0,261,15,276
ESCÁRCEGA,XIII,462,C1,493,103,115,8,0,0,49,0,275,17,292
ESCÁRCEGA,XIII,463,B,557,165,100,14,0,2,32,0,313,0,313
ESCÁRCEGA,XIII,463,C1,557,156,134,9,0,52,0,0,351,4,355
ESCÁRCEGA,XIII,464,B,508,130,98,3,3,1,31,0,266,7,273
ESCÁRCEGA,XIII,464,C1,509,139,95,5,1,0,35,0,275,12,287
ESCÁRCEGA,XIII,464,C2,509,135,120,7,0,0,32,0,294,6,300
ESCÁRCEGA,XIII,465,B,300,72,112,1,1,1,23,0,210,11,221
ESCÁRCEGA,XIII,466,B,208,47,46,7,1,2,11,0,114,5,119
ESCÁRCEGA,XIII,466,E1,133,30,48,2,1,0,7,1,89,1,90
ESCÁRCEGA,XIII,467,B,547,107,151,15,1,0,42,0,316,17,333
ESCÁRCEGA,XIII,468,B,734,187,184,24,0,0,23,0,418,0,418
ESCÁRCEGA,XIII,468,C1,735,168,159,21,0,0,32,0,380,16,396
ESCÁRCEGA,XIII,469,B,536,117,89,19,0,0,64,0,289,20,309
ESCÁRCEGA,XIII,470,B,450,141,85,10,0,0,35,0,271,0,271
ESCÁRCEGA,XIII,470,C1,451,143,89,9,1,2,32,0,276,11,287
,,,,,,,,,,,,,,
ESCÁRCEGA,XIII,471,B,561,131,91,6,0,2,48,1,279,14,293
ESCÁRCEGA,XIII,471,E1,437,93,145,4,1,4,19,2,268,17,285
ESCÁRCEGA,XIII,475,B,455,69,81,23,0,0,24,0,197,14,211
ESCÁRCEGA,XIII,475,C1,456,75,95,19,0,0,28,0,217,0,217
ESCÁRCEGA,XIII,476,B,423,78,85,4,0,1,27,0,195,2,197
ESCÁRCEGA,XIII,476,C1,424,50,91,4,1,2,32,0,180,19,199
ESCÁRCEGA,XIII,477,B,507,60,108,13,0,0,33,0,214,0,214
ESCÁRCEGA,XIII,477,C1,507,63,101,19,1,1,41,0,226,10,236
ESCÁRCEGA,XIII,480,B,384,86,79,1,2,1,29,1,199,0,199
ESCÁRCEGA,XIII,480,C1,384,112,103,4,1,1,14,0,235,8,243
ESCÁRCEGA,XIII,481,B,530,73,145,8,3,1,33,0,263,13,276
ESCÁRCEGA,XIII,481,C1,531,95,107,10,0,0,24,0,236,0,236
ESCÁRCEGA,XIII,482,,,,,,,,,,,,
ESCÁRCEGA,XIII,485,B,607,226,113,7,0,0,24,0,370,20,390
ESCÁRCEGA,XIII,489,B,528,103,116,5,0,4,57,0,285,7,292
ESCÁRCEGA,XIII,489,C1,528,131,111,10,1,0,31,0,284,10,294
ESCÁRCEGA,XIII,489,,,,,,,,,,,,
,,,,,,,,,,,,,,
CALAKMUL,XV,359,B,386,106,153,12,0,0,2,0,273,10,283
CALAKMUL,XV,359,C1,387,108,133,23,1,2,1,0,268,9,277
CALAKMUL,XV,360,B,563,170,125,41,7,2,4,0,349,14,363
CALAKMUL,XV,360,C1,563,158,125,42,15,2,3,0,345,12,357
CALAKMUL,XV,362,B,664,128,139,74,24,4,20,0,389,13,402
CALAKMUL,XVIII,413,E1,96,47,35,0,0,0,0,0,82,4,86
CALAKMUL,XVIII,414,B,200,36,89,0,10,2,3,0,140,2,142
CALAKMUL,XVIII,415,B,666,212,182,11,14,4,11,0,434,23,457
CALAKMUL,XVIII,415,C1,667,197,188,18,27,7,1,0,438,24,462
CALAKMUL,XVIII,416,B,141,37,43,1,11,2,1,0,95,6,101
CALAKMUL,XVIII,417,B,588,153,179,7,19,2,13,0,373,7,380
CALAKMUL,XVIII,417,C1,588,153,169,11,20,10,11,0,374,7,381
CALAKMUL,XVIII,417,C2,589,143,156,4,23,2,9,0,337,9,346
CALAKMUL,XVIII,417,C3,589,142,162,9,25,2,9,0,349,10,359
CALAKMUL,XVIII,417,E1,281,112,67,2,18,0,2,0,201,9,210
CALAKMUL,XVIII,417,S,250,17,21,3,12,2,2,0,57,4,61
CALAKMUL,XVIII,418,B,123,41,28,1,1,0,1,0,72,1,73
CALAKMUL,XVIII,419,B,351,80,115,7,5,5,0,0,212,6,218
CALAKMUL,XVIII,420,B,221,42,93,8,8,1,3,0,155,4,159
CALAKMUL,XVIII,421,B,689,161,158,7,53,7,15,0,401,26,427
CALAKMUL,XVIII,421,C1,690,133,157,18,44,7,15,0,374,21,395
CALAKMUL,XVIII,422,B,693,115,117,46,59,27,1,0,365,18,383
CALAKMUL,XVIII,423,B,197,98,48,6,2,0,2,0,156,6,162
CALAKMUL,XVIII,424,B,414,99,87,0,32,1,2,0,221,8,229
CALAKMUL,XVIII,425,B,397,101,63,13,35,0,2,0,214,10,224
CALAKMUL,XVIII,425,C1,397,112,41,14,55,3,9,0,234,7,241
,,,,,,,,,,,,,,
CALAKMUL,XVIII,426,B,742,144,177,7,94,5,1,0,428,21,449
CALAKMUL,XVIII,426,C1,743,161,179,8,86,5,2,0,441,21,462
CALAKMUL,XVIII,427,B,476,85,137,2,21,6,2,0,253,10,263
CALAKMUL,XVIII,427,C1,477,91,150,3,19,2,3,0,268,16,284
,,,,,,,,,,,,,,
CANDELARIA,XIV,273,B,608,109,133,7,0,0,0,0,249,12,261
CANDELARIA,XIV,273,C1,609,161,217,4,3,0,0,0,385,8,393
CANDELARIA,XIV,273,E2,273,50,99,1,0,1,1,0,152,7,159
CANDELARIA,XIV,273,E3,372,149,37,1,2,0,1,0,190,16,206
CANDELARIA,XIV,274,B,510,169,121,1,0,0,1,0,292,4,296
CANDELARIA,XIV,274,C1,510,141,158,4,3,1,0,0,307,10,317
CANDELARIA,XIV,275,B,517,143,169,2,4,3,1,0,322,18,340
CANDELARIA,XIV,276,B,322,82,98,1,2,1,0,0,184,12,196
CANDELARIA,XIV,277,B,668,208,176,4,0,0,4,0,392,22,414
CANDELARIA,XIV,277,C1,668,229,207,2,0,2,3,1,444,13,457
CANDELARIA,XIV,278,B,539,148,155,7,2,1,0,0,313,13,326
CANDELARIA,XIV,278,E1,306,100,112,3,0,2,0,0,217,13,230
CANDELARIA,XIV,278,E2,662,109,185,6,1,2,0,0,303,19,322
CANDELARIA,XIV,278,E2C1,662,116,174,8,2,0,2,0,302,13,315
CANDELARIA,XIV,279,B,540,142,165,6,1,2,2,0,318,5,323
CANDELARIA,XIV,279,C1,540,154,141,12,0,3,1,0,311,10,321
CANDELARIA,XIV,279,C2,541,152,160,10,1,2,2,0,327,8,335
CANDELARIA,XIV,280,B,582,161,139,6,2,1,2,0,311,8,319
CANDELARIA,XIV,280,C1,583,176,148,4,0,0,3,0,331,8,339
CANDELARIA,XIV,281,B,591,139,159,3,0,1,0,0,302,10,312
CANDELARIA,XIV,281,C1,591,169,157,4,0,0,2,0,332,10,342
CANDELARIA,XIV,282,B,449,145,102,1,2,1,9,0,260,7,267
CANDELARIA,XIV,282,C1,449,158,90,2,0,0,2,1,253,15,268
CANDELARIA,XIV,283,B,687,140,233,7,1,0,2,1,384,10,394
,,,,,,,,,,,,,,
CANDELARIA,XIV,283,C1,687,170,202,4,1,0,0,0,377,6,383
CANDELARIA,XIV,285,B,503,176,106,3,3,4,2,0,294,8,302
CANDELARIA,XIV,285,E1,229,74,45,2,0,0,0,0,121,2,123
CANDELARIA,XIV,286,B,268,72,86,1,0,0,0,0,159,1,160
CANDELARIA,XIV,287,B,296,111,74,2,0,0,0,0,187,4,191
CANDELARIA,XIV,288,B,429,163,68,3,3,0,0,0,237,4,241
CANDELARIA,XIV,289,B,596,172,146,9,1,1,2,1,332,8,340
CANDELARIA,XIV,289,E1,439,115,77,4,0,2,0,0,198,7,205
CANDELARIA,XIV,290,B,102,21,24,1,0,0,0,0,46,0,46
CANDELARIA,XIV,291,B,563,198,101,4,0,3,6,1,313,15,328
CANDELARIA,XIV,291,C1,563,192,94,4,2,4,4,0,300,14,314
CANDELARIA,XIV,292,B,511,203,134,8,0,0,0,0,345,15,360
CANDELARIA,XIV,293,B,429,112,109,3,1,0,1,0,226,12,238
CANDELARIA,XIV,293,E1,510,183,101,10,0,1,2,0,297,12,309
CANDELARIA,XIV,294,B,151,19,52,0,1,0,0,0,72,3,75
CANDELARIA,XIV,295,B,453,117,88,5,5,0,1,0,216,24,240
CANDELARIA,XIV,295,C1,453,117,95,9,0,1,0,0,222,10,232
CANDELARIA,XIV,296,B,615,113,219,12,2,3,0,0,349,13,362
CANDELARIA,XIV,297,B,575,181,145,2,4,5,0,0,337,15,352
CANDELARIA,XIV,298,B,452,108,122,7,2,3,1,0,243,12,255
CANDELARIA,XIV,298,C1,452,129,111,9,0,1,1,0,251,8,259
CANDELARIA,XIV,299,B,458,147,108,4,3,0,2,0,264,10,274
CANDELARIA,XIV,299,C1,459,145,98,16,2,2,3,0,266,6,272
CANDELARIA,XIV,300,B,354,82,119,6,2,3,0,0,212,11,223
,,,,,,,,,,,,,,
CANDELARIA,XIV,301,B,431,120,128,4,0,4,0,1,257,16,273
CANDELARIA,XIV,301,C1,431,137,120,5,2,1,1,0,266,10,276
CANDELARIA,XIV,302,B,249,58,68,24,1,1,0,0,152,4,156
CANDELARIA,XIV,490,B,296,83,100,2,0,0,0,0,185,4,189
