Tipo,Seccion,Casilla,NO_DTTO,CABECERA,NMpioIEEP,Municipio,PAN,PRI,PRD,PT,PVEM,CONV,NoReg,Nulos,VOTACIONTOTAL,ListaNominal
Aytos,2270,BASICA,10,IZUCAR DE MATAMOROS,42,TLAPANALA,69,202,10,2,0,0,0,3,286,457
Aytos,2270,EXTRAORDINARIA 1,10,IZUCAR DE MATAMOROS,42,TLAPANALA,11,244,3,2,0,0,0,2,262,417
Aytos,2270,EXTRAORDINARIA 2,10,IZUCAR DE MATAMOROS,42,TLAPANALA,8,242,7,2,0,0,0,9,268,418
Aytos,2271,CONTIGUA 1,10,IZUCAR DE MATAMOROS,42,TLAPANALA,24,236,9,1,0,0,0,5,275,417
Aytos,2271,BASICA,10,IZUCAR DE MATAMOROS,42,TLAPANALA,21,231,9,9,0,0,0,7,277,417
Aytos,2407,CONTIGUA 1,10,IZUCAR DE MATAMOROS,43,XOCHILTEPEC,123,128,16,0,4,0,0,9,280,514
Aytos,2407,CONTIGUA 2,10,IZUCAR DE MATAMOROS,43,XOCHILTEPEC,100,133,16,0,3,0,0,7,259,514
Aytos,2407,BASICA,10,IZUCAR DE MATAMOROS,43,XOCHILTEPEC,101,132,12,0,3,0,0,5,253,514
Aytos,2408,BASICA,10,IZUCAR DE MATAMOROS,43,XOCHILTEPEC,152,92,44,0,2,0,0,11,301,743
Aytos,0102,BASICA,11,CHIAUTLA,45,ALBINO ZERTUCHE,144,209,0,0,0,0,0,12,365,606
Aytos,0102,CONTIGUA 1,11,CHIAUTLA,45,ALBINO ZERTUCHE,137,242,0,0,0,0,0,14,393,606
Aytos,0224,BASICA,11,CHIAUTLA,46,ATZALA,45,237,0,0,0,0,0,7,289,470
Aytos,0224,CONTIGUA 1,11,CHIAUTLA,46,ATZALA,62,202,0,0,0,0,0,6,270,470
Aytos,0277,CONTIGUA 1,11,CHIAUTLA,49,COHETZALA,112,127,0,0,0,0,0,13,252,461
Aytos,0277,BASICA,11,CHIAUTLA,49,COHETZALA,105,106,0,0,0,0,0,18,229,461
Aytos,0278,BASICA,11,CHIAUTLA,49,COHETZALA,25,123,0,0,0,0,0,0,148,308
Aytos,0398,CONTIGUA 1,11,CHIAUTLA,44,CHIAUTLA,62,124,32,0,57,23,0,10,308,610
Aytos,0398,BASICA,11,CHIAUTLA,44,CHIAUTLA,53,144,33,0,52,24,0,11,317,610
Aytos,0398,CONTIGUA 2,11,CHIAUTLA,44,CHIAUTLA,53,141,49,1,62,20,0,7,333,611
Aytos,0399,BASICA,11,CHIAUTLA,44,CHIAUTLA,56,99,34,0,25,42,0,10,266,531
Aytos,0399,CONTIGUA 1,11,CHIAUTLA,44,CHIAUTLA,53,116,39,0,27,28,0,13,276,532
Aytos,0400,BASICA,11,CHIAUTLA,44,CHIAUTLA,74,123,29,0,31,33,0,13,303,688
Aytos,0400,CONTIGUA 1,11,CHIAUTLA,44,CHIAUTLA,70,136,21,0,38,39,0,39,343,689
Aytos,0401,BASICA,11,CHIAUTLA,44,CHIAUTLA,54,81,23,0,35,21,0,13,227,448
Aytos,0401,CONTIGUA 1,11,CHIAUTLA,44,CHIAUTLA,58,90,22,0,30,26,0,13,239,448
Aytos,0402,CONTIGUA 1,11,CHIAUTLA,44,CHIAUTLA,47,131,49,0,29,35,0,15,306,598
Aytos,0402,BASICA,11,CHIAUTLA,44,CHIAUTLA,64,126,28,0,39,26,0,11,294,597
Aytos,0403,BASICA,11,CHIAUTLA,44,CHIAUTLA,75,132,38,0,17,45,0,7,314,700
Aytos,0403,CONTIGUA 1,11,CHIAUTLA,44,CHIAUTLA,69,158,33,0,21,47,0,14,342,700
Aytos,0404,BASICA,11,CHIAUTLA,44,CHIAUTLA,125,69,22,0,10,14,0,13,253,684
Aytos,0404,CONTIGUA 1,11,CHIAUTLA,44,CHIAUTLA,93,110,26,0,12,17,0,12,270,685
Aytos,0405,BASICA,11,CHIAUTLA,44,CHIAUTLA,87,56,27,0,3,29,0,11,213,629
Aytos,0405,CONTIGUA 1,11,CHIAUTLA,44,CHIAUTLA,77,53,31,0,2,34,0,9,206,629
Aytos,0406,BASICA,11,CHIAUTLA,44,CHIAUTLA,160,151,4,0,11,1,0,6,333,668
Aytos,0407,BASICA,11,CHIAUTLA,44,CHIAUTLA,59,47,4,0,8,10,0,4,132,268
Aytos,0408,BASICA,11,CHIAUTLA,44,CHIAUTLA,57,166,30,0,13,9,0,10,285,566
Aytos,0409,BASICA,11,CHIAUTLA,44,CHIAUTLA,40,84,2,0,3,2,0,5,136,247
Aytos,0410,BASICA,11,CHIAUTLA,44,CHIAUTLA,3,45,0,0,3,17,0,6,74,145
Aytos,0411,BASICA,11,CHIAUTLA,44,CHIAUTLA,1,43,2,0,1,1,0,0,48,83
Aytos,0412,BASICA,11,CHIAUTLA,44,CHIAUTLA,168,131,5,0,3,16,0,12,335,463
Aytos,0412,CONTIGUA 1,11,CHIAUTLA,44,CHIAUTLA,62,109,11,0,2,17,0,13,214,463
Aytos,0412,EXTRAORDINARIA 1,11,CHIAUTLA,44,CHIAUTLA,10,15,1,0,2,19,0,3,50,71
Aytos,0413,BASICA,11,CHIAUTLA,44,CHIAUTLA,4,54,3,0,3,10,0,2,76,163
Aytos,0414,BASICA,11,CHIAUTLA,44,CHIAUTLA,23,63,5,0,1,18,0,7,117,223
Aytos,0439,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,179,11,13,0,0,132,0,4,339,629
Aytos,0439,BASICA,11,CHIAUTLA,47,CHIETLA,194,9,10,0,0,168,0,7,388,629
Aytos,0440,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,167,13,9,0,0,147,0,6,342,600
Aytos,0440,BASICA,11,CHIAUTLA,47,CHIETLA,177,11,5,0,0,148,0,5,346,599
Aytos,0441,BASICA,11,CHIAUTLA,47,CHIETLA,147,15,0,0,0,122,0,7,291,562
Aytos,0441,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,163,10,2,0,0,110,0,9,294,562
Aytos,0441,CONTIGUA 2,11,CHIAUTLA,47,CHIETLA,157,10,3,0,0,124,0,5,299,562
Aytos,0442,EXTRAORDINARIA 1,11,CHIAUTLA,47,CHIETLA,29,56,0,0,0,54,0,2,141,311
Aytos,0442,BASICA,11,CHIAUTLA,47,CHIETLA,83,133,2,0,0,38,0,11,267,571
Aytos,0443,BASICA,11,CHIAUTLA,47,CHIETLA,121,54,7,0,0,97,0,14,293,596
Aytos,0443,EXTRAORDINARIA 1,11,CHIAUTLA,47,CHIETLA,92,71,5,0,0,59,0,11,238,431
Aytos,0444,EXTRAORDINARIA 2,11,CHIAUTLA,47,CHIETLA,123,14,2,0,0,95,0,9,243,546
Aytos,0444,EXTRAORDINARIA 1,11,CHIAUTLA,47,CHIETLA,116,24,1,0,0,82,0,9,232,545
Aytos,0444,BASICA,11,CHIAUTLA,47,CHIETLA,138,46,5,0,0,122,0,10,321,643
Aytos,0445,BASICA,11,CHIAUTLA,47,CHIETLA,35,146,7,0,0,115,0,10,313,601
Aytos,0445,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,29,123,5,0,0,96,0,12,265,602
Aytos,0446,BASICA,11,CHIAUTLA,47,CHIETLA,67,229,8,0,0,23,0,15,342,669
Aytos,0446,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,80,231,6,0,0,25,0,8,350,669
Aytos,0447,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,55,208,4,0,0,41,0,4,312,561
Aytos,0447,BASICA,11,CHIAUTLA,47,CHIETLA,52,191,5,0,0,23,0,4,275,561
Aytos,0447,CONTIGUA 2,11,CHIAUTLA,47,CHIETLA,41,210,3,0,0,37,0,5,296,562
Aytos,0448,BASICA,11,CHIAUTLA,47,CHIETLA,37,202,7,0,0,21,0,3,270,494
Aytos,0448,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,15,235,18,0,0,11,0,9,288,495
Aytos,0449,BASICA,11,CHIAUTLA,47,CHIETLA,51,258,5,0,0,40,0,3,357,677
Aytos,0449,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,36,294,6,0,0,42,0,7,385,678
Aytos,0450,BASICA,11,CHIAUTLA,47,CHIETLA,31,251,4,0,0,50,0,1,337,624
Aytos,0450,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,35,250,0,0,0,62,0,11,358,625
Aytos,0450,CONTIGUA 2,11,CHIAUTLA,47,CHIETLA,34,259,2,0,0,48,0,8,351,625
Aytos,0451,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,77,44,2,0,0,50,0,16,189,412
Aytos,0451,BASICA,11,CHIAUTLA,47,CHIETLA,78,39,1,0,0,61,0,8,187,411
Aytos,0452,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,46,106,18,0,0,44,0,3,217,582
Aytos,0452,CONTIGUA 2,11,CHIAUTLA,47,CHIETLA,43,112,9,0,0,66,0,2,232,583
Aytos,0452,BASICA,11,CHIAUTLA,47,CHIETLA,34,120,9,0,0,47,0,7,217,582
Aytos,0453,CONTIGUA 2,11,CHIAUTLA,47,CHIETLA,47,68,4,0,0,57,0,9,185,544
Aytos,0453,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,53,94,7,0,0,53,0,5,212,543
Aytos,0453,BASICA,11,CHIAUTLA,47,CHIETLA,40,84,11,0,0,63,1,7,206,543
Aytos,0454,BASICA,11,CHIAUTLA,47,CHIETLA,45,97,7,0,0,38,0,7,194,409
Aytos,0454,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,60,80,3,0,0,55,0,2,200,410
Aytos,0455,BASICA,11,CHIAUTLA,47,CHIETLA,100,25,4,0,0,65,0,8,202,409
Aytos,0455,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,114,25,1,0,0,43,0,13,196,410
Aytos,0456,BASICA,11,CHIAUTLA,47,CHIETLA,36,70,2,0,0,22,0,8,138,398
Aytos,0456,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,47,74,8,0,0,13,0,9,151,399
Aytos,0457,BASICA,11,CHIAUTLA,47,CHIETLA,70,47,0,0,0,65,0,3,185,412
Aytos,0457,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,56,44,0,0,0,85,0,10,195,412
Aytos,0458,CONTIGUA 2,11,CHIAUTLA,47,CHIETLA,66,47,1,0,0,67,0,17,198,545
Aytos,0458,CONTIGUA 1,11,CHIAUTLA,47,CHIETLA,86,52,1,0,0,75,0,0,214,545
Aytos,0458,BASICA,11,CHIAUTLA,47,CHIETLA,64,40,1,0,0,84,0,10,199,545
Aytos,0500,BASICA,11,CHIAUTLA,48,CHILA DE LA SAL,69,129,0,0,0,0,0,10,208,400
Aytos,0500,CONTIGUA 1,11,CHIAUTLA,48,CHILA DE LA SAL,66,140,0,0,0,0,0,0,206,401
Aytos,0501,BASICA,11,CHIAUTLA,48,CHILA DE LA SAL,110,135,0,0,0,0,0,0,245,485
Aytos,0640,CONTIGUA 1,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,206,131,7,0,0,0,0,6,350,573
Aytos,0640,CONTIGUA 2,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,203,120,8,0,0,0,0,11,342,573
Aytos,0640,BASICA,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,185,147,14,0,0,0,0,4,350,573
Aytos,0641,BASICA,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,212,193,5,0,0,0,0,5,415,641
Aytos,0641,CONTIGUA 1,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,213,161,6,0,0,0,0,6,386,641
Aytos,0641,CONTIGUA 2,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,221,173,7,0,0,0,0,17,418,642
Aytos,0642,BASICA,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,142,141,0,0,0,0,0,5,288,550
Aytos,0642,CONTIGUA 1,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,131,136,2,0,0,0,0,18,287,551
Aytos,0643,BASICA,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,94,154,1,0,0,0,0,10,259,551
Aytos,0643,CONTIGUA 1,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,92,173,3,0,0,0,0,4,272,552
Aytos,0644,BASICA,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,71,62,1,0,0,0,0,9,143,218
Aytos,0645,BASICA,11,CHIAUTLA,50,HUEHUETLAN EL CHICO,84,128,4,0,0,0,0,0,216,501
Aytos,0706,CONTIGUA 1,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,110,189,6,0,5,0,0,16,326,577
Aytos,0706,BASICA,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,157,178,10,0,4,0,0,17,366,577
Aytos,0707,CONTIGUA 1,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,95,108,10,0,0,0,0,9,222,413
Aytos,0707,BASICA,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,81,141,8,0,1,0,0,2,233,412
Aytos,0708,BASICA,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,123,160,2,0,0,0,0,0,285,520
Aytos,0708,EXTRAORDINARIA 1,11,CHIAUTLA,51,IXCAMILPA DE GUERRERO,21,114,1,0,0,0,0,0,136,224
Aytos,0770,CONTIGUA 2,11,CHIAUTLA,52,JOLALPAN,84,112,179,60,0,0,0,8,443,729
Aytos,0770,CONTIGUA 1,11,CHIAUTLA,52,JOLALPAN,109,82,180,89,0,0,0,15,475,728
Aytos,0770,BASICA,11,CHIAUTLA,52,JOLALPAN,71,78,201,89,0,0,0,8,447,728
Aytos,0771,CONTIGUA 2,11,CHIAUTLA,52,JOLALPAN,67,182,61,4,0,0,0,11,325,538
Aytos,0771,CONTIGUA 1,11,CHIAUTLA,52,JOLALPAN,67,201,60,6,0,0,0,6,340,537
Aytos,0771,BASICA,11,CHIAUTLA,52,JOLALPAN,59,155,70,8,0,0,0,6,298,537
Aytos,0772,BASICA,11,CHIAUTLA,52,JOLALPAN,52,73,106,47,0,0,0,13,291,462
Aytos,0772,CONTIGUA 1,11,CHIAUTLA,52,JOLALPAN,64,89,106,50,0,0,0,8,317,462
Aytos,0773,EXTRAORDINARIA 1,11,CHIAUTLA,52,JOLALPAN,24,36,12,1,0,0,0,0,73,122
Aytos,0773,BASICA,11,CHIAUTLA,52,JOLALPAN,123,210,100,17,0,0,0,8,458,745
Aytos,0773,CONTIGUA 1,11,CHIAUTLA,52,JOLALPAN,124,201,66,25,0,0,0,13,429,746
Aytos,0774,CONTIGUA 1,11,CHIAUTLA,52,JOLALPAN,38,86,41,45,0,0,0,29,239,434
Aytos,0774,BASICA,11,CHIAUTLA,52,JOLALPAN,26,80,40,50,0,0,0,28,224,434
Aytos,0775,BASICA,11,CHIAUTLA,52,JOLALPAN,68,113,137,44,0,0,0,21,383,592
Aytos,2038,BASICA,11,CHIAUTLA,53,TEOTLALCO,43,131,0,0,0,183,0,9,366,511
Aytos,2038,CONTIGUA 1,11,CHIAUTLA,53,TEOTLALCO,68,79,0,0,0,195,0,8,350,511
Aytos,2039,BASICA,11,CHIAUTLA,53,TEOTLALCO,1,103,0,0,0,46,0,2,152,260
Aytos,2039,EXTRAORDINARIA 1,11,CHIAUTLA,53,TEOTLALCO,3,133,0,0,0,8,0,2,146,267
Aytos,2040,BASICA,11,CHIAUTLA,53,TEOTLALCO,14,227,0,0,0,103,0,8,352,544
Aytos,2041,BASICA,11,CHIAUTLA,53,TEOTLALCO,4,122,0,0,0,1,0,0,127,213
Aytos,2319,BASICA,11,CHIAUTLA,54,TULCINGO,158,96,0,0,0,0,0,6,260,444
Aytos,2319,CONTIGUA 1,11,CHIAUTLA,54,TULCINGO,182,95,0,0,0,0,0,9,286,445
Aytos,2320,CONTIGUA 1,11,CHIAUTLA,54,TULCINGO,185,53,0,0,0,0,0,12,250,476
Aytos,2320,BASICA,11,CHIAUTLA,54,TULCINGO,187,58,0,0,0,0,0,20,265,475
Aytos,2321,BASICA,11,CHIAUTLA,54,TULCINGO,209,111,0,0,0,0,0,0,320,599
Aytos,2321,CONTIGUA 1,11,CHIAUTLA,54,TULCINGO,243,98,0,0,0,0,0,15,356,599
Aytos,2321,CONTIGUA 2,11,CHIAUTLA,54,TULCINGO,243,99,18,0,0,0,0,0,360,599
Aytos,2322,EXTRAORDINARIA 1,11,CHIAUTLA,54,TULCINGO,21,89,0,0,0,0,0,0,110,179
Aytos,2322,BASICA,11,CHIAUTLA,54,TULCINGO,150,176,0,0,0,0,0,19,345,667
Aytos,2323,BASICA,11,CHIAUTLA,54,TULCINGO,20,190,0,0,0,0,0,5,215,566
Aytos,2323,EXTRAORDINARIA 1,11,CHIAUTLA,54,TULCINGO,8,50,0,0,0,0,0,1,59,123
Aytos,2324,EXTRAORDINARIA 1,11,CHIAUTLA,54,TULCINGO,50,47,0,0,0,0,0,5,102,279
Aytos,2324,BASICA,11,CHIAUTLA,54,TULCINGO,101,143,0,0,0,0,0,18,262,670
Aytos,2325,BASICA,11,CHIAUTLA,54,TULCINGO,144,65,0,0,0,0,0,12,221,495
Aytos,2391,BASICA,11,CHIAUTLA,55,XICOTLAN,127,193,0,0,0,0,0,6,326,521
Aytos,2392,BASICA,11,CHIAUTLA,55,XICOTLAN,103,137,0,0,0,0,0,5,245,380
Aytos,0028,CONTIGUA 2,12,ACATLAN DE OSORIO,56,ACATLAN,58,114,110,0,1,0,0,12,295,655
Aytos,0028,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,61,138,133,0,0,0,0,7,339,655
Aytos,0028,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,65,101,105,0,2,0,0,13,286,654
Aytos,0029,CONTIGUA 2,12,ACATLAN DE OSORIO,56,ACATLAN,69,86,120,0,1,0,1,7,284,687
Aytos,0029,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,50,116,114,0,0,0,0,5,285,686
Aytos,0029,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,79,107,109,2,2,0,0,8,307,687
Aytos,0030,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,110,139,100,0,0,0,0,6,355,724
Aytos,0030,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,125,127,98,0,1,0,0,7,358,725
Aytos,0031,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,79,128,84,0,2,0,0,10,303,706
Aytos,0031,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,83,117,91,0,2,0,0,14,307,707
Aytos,0031,CONTIGUA 2,12,ACATLAN DE OSORIO,56,ACATLAN,76,106,83,0,0,0,0,8,273,707
Aytos,0032,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,61,86,71,0,3,0,0,14,235,537
Aytos,0032,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,72,94,75,0,2,0,0,8,251,537
Aytos,0032,CONTIGUA 2,12,ACATLAN DE OSORIO,56,ACATLAN,67,110,70,0,0,0,0,10,257,538
Aytos,0033,CONTIGUA 2,12,ACATLAN DE OSORIO,56,ACATLAN,44,75,107,0,4,0,0,2,232,514
Aytos,0033,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,51,95,93,0,2,0,0,5,246,513
Aytos,0033,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,57,92,123,0,2,0,0,2,276,514
Aytos,0034,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,56,ACATLAN,83,84,131,0,0,0,0,22,320,692
Aytos,0034,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,89,77,161,0,8,0,0,9,344,750
Aytos,0034,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,79,97,133,0,9,0,0,13,331,750
Aytos,0035,CONTIGUA 2,12,ACATLAN DE OSORIO,56,ACATLAN,100,154,59,0,2,0,0,12,327,642
Aytos,0035,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,82,157,54,0,1,0,0,25,319,641
Aytos,0035,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,94,133,67,0,0,0,0,20,314,641
Aytos,0036,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,74,88,19,0,0,0,0,13,194,475
Aytos,0036,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,56,ACATLAN,22,99,52,0,0,0,0,4,177,371
Aytos,0037,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,56,ACATLAN,62,66,126,0,2,0,0,17,273,645
Aytos,0037,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,34,145,46,0,1,0,0,0,226,539
Aytos,0037,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,23,145,62,0,0,0,0,10,240,539
Aytos,0038,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,19,135,41,0,7,0,0,24,226,557
Aytos,0038,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,15,134,55,0,3,0,0,14,221,558
Aytos,0039,EXTRAORDINARIA 2,12,ACATLAN DE OSORIO,56,ACATLAN,31,97,26,0,1,0,0,14,169,381
Aytos,0039,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,33,114,25,0,2,0,0,7,181,459
Aytos,0039,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,43,108,20,0,0,0,0,7,178,459
Aytos,0039,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,56,ACATLAN,23,65,62,0,1,0,0,11,162,323
Aytos,0040,CONTIGUA 1,12,ACATLAN DE OSORIO,56,ACATLAN,48,159,26,0,0,0,0,6,239,522
Aytos,0040,CONTIGUA 2,12,ACATLAN DE OSORIO,56,ACATLAN,56,130,34,0,1,0,0,5,226,523
Aytos,0040,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,57,127,36,0,2,0,0,5,227,522
Aytos,0041,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,2,53,3,0,0,0,0,1,59,99
Aytos,0041,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,56,ACATLAN,22,139,26,0,4,0,0,3,194,377
Aytos,0042,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,21,61,18,0,3,0,0,2,105,267
Aytos,0043,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,6,128,9,0,0,0,0,20,163,400
Aytos,0044,BASICA,12,ACATLAN DE OSORIO,56,ACATLAN,35,70,29,0,0,0,0,10,144,544
Aytos,0044,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,56,ACATLAN,64,81,8,0,1,0,0,8,162,440
Aytos,0079,CONTIGUA 2,12,ACATLAN DE OSORIO,57,AHUEHUETITLA,1,115,122,0,0,93,0,20,351,586
Aytos,0079,BASICA,12,ACATLAN DE OSORIO,57,AHUEHUETITLA,1,128,120,0,0,92,0,11,352,586
Aytos,0079,CONTIGUA 1,12,ACATLAN DE OSORIO,57,AHUEHUETITLA,2,103,136,0,0,105,0,0,346,586
Aytos,0239,BASICA,12,ACATLAN DE OSORIO,58,AXUTLA,310,293,0,0,0,0,0,41,644,657
Aytos,0240,BASICA,12,ACATLAN DE OSORIO,58,AXUTLA,91,52,0,0,0,0,0,3,146,254
Aytos,0240,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,58,AXUTLA,27,43,0,0,0,0,0,1,71,128
Aytos,0496,BASICA,12,ACATLAN DE OSORIO,59,CHILA,6,131,175,24,0,0,0,5,341,502
Aytos,0496,CONTIGUA 1,12,ACATLAN DE OSORIO,59,CHILA,7,145,151,26,0,0,0,6,335,502
Aytos,0496,CONTIGUA 2,12,ACATLAN DE OSORIO,59,CHILA,11,151,176,19,0,0,0,2,359,503
Aytos,0497,BASICA,12,ACATLAN DE OSORIO,59,CHILA,43,131,92,47,0,0,0,3,316,439
Aytos,0497,CONTIGUA 1,12,ACATLAN DE OSORIO,59,CHILA,23,168,104,24,0,0,0,7,326,440
Aytos,0498,BASICA,12,ACATLAN DE OSORIO,59,CHILA,8,152,53,33,0,0,0,6,252,405
Aytos,0498,CONTIGUA 1,12,ACATLAN DE OSORIO,59,CHILA,3,134,70,25,0,0,0,6,238,406
Aytos,0499,BASICA,12,ACATLAN DE OSORIO,59,CHILA,6,70,44,43,0,0,0,6,169,267
Aytos,0512,CONTIGUA 1,12,ACATLAN DE OSORIO,60,CHINANTLA,237,148,0,0,0,0,0,10,395,603
Aytos,0512,BASICA,12,ACATLAN DE OSORIO,60,CHINANTLA,229,134,0,0,0,0,0,13,376,602
Aytos,0513,BASICA,12,ACATLAN DE OSORIO,60,CHINANTLA,137,75,0,0,0,0,0,4,216,375
Aytos,0514,BASICA,12,ACATLAN DE OSORIO,60,CHINANTLA,86,59,0,0,0,0,0,2,147,280
Aytos,0551,BASICA,12,ACATLAN DE OSORIO,61,GUADALUPE,147,208,0,0,0,0,0,14,369,646
Aytos,0551,CONTIGUA 1,12,ACATLAN DE OSORIO,61,GUADALUPE,153,212,0,0,0,0,0,10,375,647
Aytos,0551,CONTIGUA 2,12,ACATLAN DE OSORIO,61,GUADALUPE,170,209,0,0,0,0,0,4,383,647
Aytos,0552,BASICA,12,ACATLAN DE OSORIO,61,GUADALUPE,144,174,0,0,0,0,0,8,326,634
Aytos,0553,CONTIGUA 1,12,ACATLAN DE OSORIO,61,GUADALUPE,136,194,0,0,0,0,0,11,341,700
Aytos,0553,BASICA,12,ACATLAN DE OSORIO,61,GUADALUPE,144,202,0,0,0,0,0,12,358,700
Aytos,0554,BASICA,12,ACATLAN DE OSORIO,61,GUADALUPE,114,165,0,0,0,0,0,3,282,478
Aytos,0554,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,61,GUADALUPE,120,208,0,0,0,0,0,10,338,606
Aytos,0922,CONTIGUA 1,12,ACATLAN DE OSORIO,62,PETLALCINGO,150,148,0,0,0,0,0,12,310,648
Aytos,0922,BASICA,12,ACATLAN DE OSORIO,62,PETLALCINGO,121,164,0,0,0,0,0,12,297,648
Aytos,0923,BASICA,12,ACATLAN DE OSORIO,62,PETLALCINGO,64,163,0,0,0,0,0,10,237,447
Aytos,0923,CONTIGUA 1,12,ACATLAN DE OSORIO,62,PETLALCINGO,99,119,0,0,0,0,0,13,231,448
Aytos,0924,BASICA,12,ACATLAN DE OSORIO,62,PETLALCINGO,13,167,0,0,0,0,0,15,195,437
Aytos,0924,CONTIGUA 1,12,ACATLAN DE OSORIO,62,PETLALCINGO,11,184,0,0,0,0,0,10,205,437
Aytos,0925,CONTIGUA 1,12,ACATLAN DE OSORIO,62,PETLALCINGO,26,162,0,0,0,0,0,0,188,406
Aytos,0925,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,62,PETLALCINGO,13,68,0,0,0,0,0,3,84,134
Aytos,0925,BASICA,12,ACATLAN DE OSORIO,62,PETLALCINGO,29,149,0,0,0,0,0,17,195,405
Aytos,0926,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,62,PETLALCINGO,57,269,0,0,0,0,0,18,344,704
Aytos,0926,BASICA,12,ACATLAN DE OSORIO,62,PETLALCINGO,5,126,0,0,0,0,0,2,133,199
Aytos,0927,BASICA,12,ACATLAN DE OSORIO,62,PETLALCINGO,11,264,0,0,0,0,0,3,278,470
Aytos,0927,EXTRAORDINARIA 2,12,ACATLAN DE OSORIO,62,PETLALCINGO,26,86,0,0,0,0,0,0,112,222
Aytos,0927,EXTRAORDINARIA 1,12,ACATLAN DE OSORIO,62,PETLALCINGO,10,81,0,0,0,0,0,0,91,172
Aytos,0928,BASICA,12,ACATLAN DE OSORIO,63,PIAXTLA,6,238,216,1,0,0,0,1,462,736
Aytos,0928,CONTIGUA 1,12,ACATLAN DE OSORIO,63,PIAXTLA,4,198,274,0,0,0,0,17,493,737
