CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NA,MORENA,ES,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PRD_PVEM,C_COMUN_PRD_MC,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1126,C,1,0,C01,51,66,8,13,20,5,6,64,32,,,,,0,0,0,0,0,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,344,0,8,352,585,Acta casilla,,,http://iem.org.mx/actas/A1126C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1127,B,1,0,B,20,44,8,3,7,6,4,43,18,,,,,2,0,0,0,0,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,216,1,8,225,406,Acta casilla,,,http://iem.org.mx/actas/A1127B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1127,C,1,0,C01,29,42,6,3,16,2,3,51,15,,,,,0,0,0,0,0,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,235,0,12,247,405,Acta casilla,,,http://iem.org.mx/actas/A1127C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1128,B,1,0,B,37,57,22,12,10,6,5,110,37,,,,,0,0,0,0,0,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,380,0,20,400,667,Acta casilla,,,http://iem.org.mx/actas/A1128B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1128,C,1,0,C01,40,56,19,12,15,5,6,88,42,,,,,2,1,0,0,0,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,370,0,17,387,666,Acta casilla,,,http://iem.org.mx/actas/A1128C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1129,B,1,0,B,36,44,16,7,7,4,4,95,27,,,,,1,1,0,1,0,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,306,1,23,330,603,Acta casilla,,,http://iem.org.mx/actas/A1129B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1129,C,1,0,C01,34,56,21,10,22,4,3,90,29,,,,,1,0,0,0,1,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,342,0,17,359,602,Acta casilla,,,http://iem.org.mx/actas/A1129C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1130,B,1,0,B,24,42,8,5,8,5,3,52,23,,,,,2,0,0,0,2,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,224,0,8,232,394,Acta casilla,,,http://iem.org.mx/actas/A1130B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1130,C,1,0,C01,30,46,3,4,11,1,1,60,18,,,,,0,0,0,0,1,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,221,0,8,229,393,Acta casilla,,,http://iem.org.mx/actas/A1130C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1131,B,1,0,B,29,55,33,15,20,8,10,108,33,,,,,1,0,0,0,2,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,384,0,20,404,645,Acta casilla,,,http://iem.org.mx/actas/A1131B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1131,C,1,0,C01,30,54,19,12,22,7,2,120,23,,,,,0,0,0,0,1,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,375,0,17,392,644,Acta casilla,,,http://iem.org.mx/actas/A1131C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1132,B,1,0,B,48,108,1,8,17,7,5,86,32,,,,,0,1,0,0,0,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,402,0,17,419,721,Acta casilla,,,http://iem.org.mx/actas/A1132B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1133,B,1,0,B,32,55,4,12,8,7,2,69,30,,,,,1,0,0,0,2,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,275,0,9,284,446,Acta casilla,,,http://iem.org.mx/actas/A1133B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1133,C,1,0,C01,37,52,8,5,10,3,2,60,20,,,,,0,0,0,0,1,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,259,1,11,271,446,Acta casilla,,,http://iem.org.mx/actas/A1133C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1134,B,1,0,B,36,29,10,11,11,5,2,50,21,,,,,0,0,0,0,0,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,243,0,9,252,439,Acta casilla,,,http://iem.org.mx/actas/A1134B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1134,C,1,0,C01,26,41,12,15,7,8,6,52,17,,,,,1,0,0,0,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,186,0,0,186,438,Acta casilla,,,http://iem.org.mx/actas/A1134C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1135,B,1,0,B,44,43,7,10,11,6,3,71,11,,,,,0,0,0,0,0,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,276,0,14,290,502,Acta casilla,,,http://iem.org.mx/actas/A1135B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1135,C,1,0,C01,29,47,11,10,14,6,6,72,29,,,,,0,0,0,0,1,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,307,0,19,326,502,Acta casilla,,,http://iem.org.mx/actas/A1135C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1136,B,1,0,B,33,54,13,9,19,5,5,83,32,,,,,0,2,0,0,0,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,303,1,15,319,547,Acta casilla,,,http://iem.org.mx/actas/A1136B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1136,C,1,0,C01,27,52,14,12,22,5,3,66,32,,,,,0,0,0,1,0,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,301,1,10,312,547,Acta casilla,,,http://iem.org.mx/actas/A1136C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1137,B,1,0,B,32,58,9,11,23,9,7,81,23,,,,,0,0,0,0,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,255,67,13,335,633,Acta casilla,,,http://iem.org.mx/actas/A1137B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1137,C,1,0,C01,33,45,17,7,12,6,3,104,17,,,,,0,1,0,0,3,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,321,0,14,335,632,Acta casilla,,,http://iem.org.mx/actas/A1137C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1138,B,1,0,B,33,48,17,8,13,11,2,79,20,,,,,0,2,0,0,2,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,305,0,7,312,516,Acta casilla,,,http://iem.org.mx/actas/A1138B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1138,C,1,0,C01,37,38,25,11,19,4,4,75,19,,,,,0,0,0,0,0,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,299,1,17,317,516,Acta casilla,,,http://iem.org.mx/actas/A1138C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1139,B,1,0,B,20,33,16,13,10,7,5,70,18,,,,,2,0,0,0,1,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,253,1,15,269,479,Acta casilla,,,http://iem.org.mx/actas/A1139B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1139,C,1,0,C01,25,31,12,6,10,2,0,66,10,,,,,0,0,0,0,2,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,228,2,18,248,478,Acta casilla,,,http://iem.org.mx/actas/A1139C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1140,B,1,0,B,40,64,23,10,21,13,5,93,38,,,,,1,0,0,0,2,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,394,1,14,409,651,Acta casilla,,,http://iem.org.mx/actas/A1140B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1141,B,1,0,B,43,89,20,12,19,15,0,115,39,,,,,1,1,0,0,0,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,466,0,8,474,701,Acta casilla,,,http://iem.org.mx/actas/A1141B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1141,C,1,0,C01,44,70,15,16,26,14,3,111,50,,,,,0,0,0,0,1,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,456,0,10,466,701,Acta casilla,,,http://iem.org.mx/actas/A1141C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1142,B,1,0,B,90,86,11,6,0,7,2,79,44,,,,,1,0,0,0,1,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,509,0,17,526,746,Acta casilla,,,http://iem.org.mx/actas/A1142B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1142,C,1,0,C01,81,112,15,9,19,6,6,80,30,,,,,2,0,0,0,0,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,555,0,11,566,746,Grupo de Recuento,,,http://iem.org.mx/actas/A1142C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1143,B,1,0,B,33,70,18,19,18,8,7,108,57,,,,,0,0,0,1,3,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,399,0,23,422,681,Acta casilla,,,http://iem.org.mx/actas/A1143B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1143,C,1,0,C01,40,63,15,16,23,11,2,88,57,,,,,0,0,0,0,0,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,398,0,26,424,680,Grupo de Recuento,,,http://iem.org.mx/actas/A1143C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1143,C,2,0,C02,41,54,15,18,16,9,2,96,50,,,,,1,0,0,0,3,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,383,0,18,401,680,Acta casilla,,,http://iem.org.mx/actas/A1143C02.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1144,B,1,0,B,26,70,16,7,13,6,2,85,19,,,,,1,0,0,0,1,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,312,0,12,324,460,Acta casilla,,,http://iem.org.mx/actas/A1144B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1144,C,1,0,C01,32,69,7,4,6,3,1,97,27,,,,,0,0,0,0,1,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,320,1,13,334,460,Acta casilla,,,http://iem.org.mx/actas/A1144C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1145,B,1,0,B,53,74,6,3,26,11,5,113,45,,,,,0,0,0,0,2,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,453,1,11,465,692,Acta casilla,,,http://iem.org.mx/actas/A1145B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1145,C,1,0,C01,48,74,7,7,23,2,6,118,33,,,,,0,1,0,0,1,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,429,1,20,450,691,Acta casilla,,,http://iem.org.mx/actas/A1145C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1146,B,1,0,B,18,36,7,8,31,10,3,93,29,,,,,0,1,0,0,0,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,294,0,14,308,538,Acta casilla,,,http://iem.org.mx/actas/A1146B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1146,C,1,0,C01,25,47,7,8,26,8,1,87,34,,,,,0,0,0,0,0,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,301,0,15,316,538,Grupo de Recuento,,,http://iem.org.mx/actas/A1146C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1147,B,1,0,B,35,78,20,11,15,8,3,84,40,,,,,0,0,0,0,2,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,375,1,12,388,635,Acta casilla,,,http://iem.org.mx/actas/A1147B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1147,C,1,0,C01,41,68,12,11,16,6,2,100,39,,,,,1,0,0,0,1,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,387,0,16,403,635,Acta casilla,,,http://iem.org.mx/actas/A1147C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1147,C,2,0,C02,25,65,7,7,19,2,7,121,40,,,,,2,1,0,0,2,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,373,0,12,385,635,Acta casilla,,,http://iem.org.mx/actas/A1147C02.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1148,B,1,0,B,23,79,12,9,22,5,3,76,43,,,,,0,0,0,0,3,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,336,1,11,348,506,Acta casilla,,,http://iem.org.mx/actas/A1148B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1148,C,1,0,C01,28,52,9,5,25,16,6,118,18,,,,,0,1,0,0,2,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,305,1,24,330,506,Acta casilla,,,http://iem.org.mx/actas/A1148C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1149,B,1,0,B,27,50,11,7,10,6,1,70,33,,,,,0,0,0,0,0,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,282,0,14,296,426,Acta casilla,,,http://iem.org.mx/actas/A1149B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1149,C,1,0,C01,36,45,10,4,15,4,2,65,22,,,,,1,0,0,0,2,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,274,0,11,285,425,Acta casilla,,,http://iem.org.mx/actas/A1149C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1150,B,1,0,B,40,83,17,7,16,8,4,103,31,,,,,1,0,0,0,2,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,415,1,11,427,686,Grupo de Recuento,,,http://iem.org.mx/actas/A1150B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1150,C,1,0,C01,28,85,15,8,16,8,2,115,34,,,,,1,0,0,0,3,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,418,0,13,431,686,Acta casilla,,,http://iem.org.mx/actas/A1150C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1151,B,1,0,B,35,81,10,7,22,9,2,103,40,,,,,1,0,0,0,1,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,419,0,15,434,634,Acta casilla,,,http://iem.org.mx/actas/A1151B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1151,C,1,0,C01,51,61,14,6,27,2,4,89,43,,,,,0,0,0,0,0,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,391,2,18,411,634,Grupo de Recuento,,,http://iem.org.mx/actas/A1151C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1152,B,1,0,B,43,50,14,7,21,6,2,82,30,,,,,0,0,0,0,0,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,375,0,11,386,572,Acta casilla,,,http://iem.org.mx/actas/A1152B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1152,C,1,0,C01,51,60,7,8,24,5,7,84,25,,,,,0,0,0,0,4,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,407,0,6,413,571,Acta casilla,,,http://iem.org.mx/actas/A1152C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1153,B,1,0,B,49,50,11,10,9,1,4,46,20,,,,,0,0,0,0,1,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,302,0,10,312,454,Acta casilla,,,http://iem.org.mx/actas/A1153B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1153,C,1,0,C01,37,64,9,7,12,1,3,48,23,,,,,1,0,0,1,2,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,306,0,7,313,453,Acta casilla,,,http://iem.org.mx/actas/A1153C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1154,B,1,0,B,31,49,30,1,18,2,0,64,17,,,,,0,1,0,0,1,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,345,0,9,354,496,Acta casilla,,,http://iem.org.mx/actas/A1154B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1155,B,1,0,B,32,68,11,8,26,9,5,88,30,,,,,0,0,0,0,1,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,371,0,17,388,515,Grupo de Recuento,,,http://iem.org.mx/actas/A1155B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1155,C,1,0,C01,34,57,5,12,18,6,5,98,32,,,,,0,0,1,0,5,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,369,0,20,389,515,Acta casilla,,,http://iem.org.mx/actas/A1155C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1156,B,1,0,B,23,66,9,8,13,7,4,81,32,,,,,0,0,0,0,0,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,320,0,5,325,459,Acta casilla,,,http://iem.org.mx/actas/A1156B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1157,B,1,0,B,25,78,16,4,14,7,7,95,26,,,,,1,0,1,0,1,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,417,1,8,426,566,Acta casilla,,,http://iem.org.mx/actas/A1157B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1158,B,1,0,B,52,77,12,5,16,6,2,81,30,,,,,3,0,1,0,1,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,406,0,9,415,623,Acta casilla,,,http://iem.org.mx/actas/A1158B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1158,C,1,0,C01,47,48,6,14,29,9,3,96,26,,,,,2,0,0,0,2,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,416,0,7,423,623,Grupo de Recuento,,,http://iem.org.mx/actas/A1158C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1158,C,2,0,C02,54,74,10,7,19,5,7,96,26,,,,,2,1,1,0,1,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,439,2,19,460,622,Acta casilla,,,http://iem.org.mx/actas/A1158C02.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1158,C,3,0,C03,52,61,7,10,18,6,4,113,20,,,,,0,0,0,0,1,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,414,0,14,428,622,Grupo de Recuento,,,http://iem.org.mx/actas/A1158C03.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1159,B,1,0,B,49,68,11,6,14,5,7,85,34,,,,,0,2,1,0,0,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,436,0,12,448,679,Acta casilla,,,http://iem.org.mx/actas/A1159B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1159,C,1,0,C01,55,72,16,5,21,5,3,102,26,,,,,0,0,0,0,1,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,451,0,12,463,678,Acta casilla,,,http://iem.org.mx/actas/A1159C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1159,C,2,0,C02,53,80,15,9,20,8,11,109,44,,,,,2,0,0,0,1,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,486,2,19,507,678,Grupo de Recuento,,,http://iem.org.mx/actas/A1159C02.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1159,C,3,0,C03,64,68,19,7,16,6,6,112,26,,,,,1,1,0,0,2,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,477,0,15,492,678,Acta casilla,,,http://iem.org.mx/actas/A1159C03.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1159,C,4,0,C04,51,88,14,4,12,5,6,86,39,,,,,0,0,0,0,4,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,440,0,12,452,678,Acta casilla,,,http://iem.org.mx/actas/A1159C04.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1159,C,5,0,C05,59,79,19,7,22,3,5,83,36,,,,,1,0,0,0,0,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,456,0,18,474,678,Acta casilla,,,http://iem.org.mx/actas/A1159C05.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1160,B,1,0,B,48,77,13,7,30,6,8,82,35,,,,,0,0,0,1,0,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,433,1,15,449,644,Acta casilla,,,http://iem.org.mx/actas/A1160B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1160,C,1,0,C01,56,83,14,8,18,7,6,86,29,,,,,0,1,0,0,2,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,449,0,11,460,644,Acta casilla,,,http://iem.org.mx/actas/A1160C01.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1160,C,2,0,C02,53,87,21,7,21,7,3,84,35,,,,,1,0,0,0,0,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,437,1,9,447,644,Acta casilla,,,http://iem.org.mx/actas/A1160C02.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1160,C,3,0,C03,44,87,20,10,15,9,1,88,32,,,,,0,0,0,0,0,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,446,1,11,458,644,Grupo de Recuento,,,http://iem.org.mx/actas/A1160C03.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1160,C,4,0,C04,60,51,13,5,29,7,6,103,39,,,,,1,2,0,0,1,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,445,1,13,459,644,Acta casilla,,,http://iem.org.mx/actas/A1160C04.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1160,C,5,0,C05,54,81,18,6,21,6,5,106,32,,,,,1,0,1,0,2,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,452,0,13,465,644,Grupo de Recuento,,,http://iem.org.mx/actas/A1160C05.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1161,B,1,0,B,40,74,5,5,13,6,2,63,28,,,,,0,0,0,0,0,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,315,0,13,328,504,Acta casilla,,,http://iem.org.mx/actas/A1161B.pdf
5,16,MICHOACAN,16,MORELIA SUROESTE,54,MORELIA,1161,C,1,0,C01,40,68,13,6,17,6,4,69,17,,,,,0,0,0,0,0,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,342,0,14,356,504,Acta casilla,,,http://iem.org.mx/actas/A1161C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1162,B,1,0,B,36,73,14,6,10,3,3,70,25,,,,,0,1,0,0,1,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,336,0,9,345,474,Acta casilla,,,http://iem.org.mx/actas/A1162B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1162,C,1,0,C01,44,53,4,7,18,2,3,69,25,,,,,0,0,0,0,1,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,315,1,20,336,474,Grupo de Recuento,,,http://iem.org.mx/actas/A1162C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1163,B,1,0,B,48,94,13,8,18,6,3,88,31,,,,,3,1,0,0,0,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,461,1,7,469,629,Acta casilla,,,http://iem.org.mx/actas/A1163B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1163,C,1,0,C01,45,106,9,1,21,8,2,79,32,,,,,0,0,0,0,0,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,455,0,12,467,629,Acta casilla,,,http://iem.org.mx/actas/A1163C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1164,B,1,0,B,45,92,13,8,20,8,5,83,36,,,,,0,0,0,0,0,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,492,0,17,509,713,Acta casilla,,,http://iem.org.mx/actas/A1164B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1164,C,1,0,C01,56,79,12,5,12,8,5,105,36,,,,,0,0,0,0,0,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,504,0,14,518,712,Acta casilla,,,http://iem.org.mx/actas/A1164C01.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1165,B,1,0,B,51,96,14,4,25,5,3,107,20,,,,,0,0,0,0,1,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,461,1,11,473,707,Acta casilla,,,http://iem.org.mx/actas/A1165B.pdf
5,16,MICHOACAN,17,MORELIA SURESTE,54,MORELIA,1165,C,1,0,C01,62,60,12,5,23,4,4,93,37,,,,,2,0,0,0,3,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,459,0,9,468,707,Acta casilla,,,http://iem.org.mx/actas/A1165C01.pdf
